Musteri_Memnuniyeti,Maliyet,Oy_Sayisi,Mutfak_Turu,Rezervasyon,Online_Teslimat,Maliyet_Kategori
5.8,300,4,"Bakery, Fast Food",No,No,Ekonomik
5.4,350,36,Chinese,No,No,Orta
7.0,500,28,"Continental, North Indian, Asian",No,No,Orta
6.8,600,256,Oriya,No,Yes,Orta
0.0,400,0,Beverages,No,No,Orta
0.0,300,0,Chinese,No,No,Ekonomik
0.0,250,0,"Bakery, Chinese, North Indian",No,No,Ekonomik
0.0,350,0,"North Indian, Street Food, Mithai",No,No,Orta
0.0,400,0,North Indian,No,No,Orta
0.0,450,0,Cafe,No,No,Orta
0.0,400,1,"Biryani, Pizza, Fast Food, Healthy Food",No,No,Orta
0.0,400,2,"Raw Meats, North Indian, Chinese",No,No,Orta
0.0,200,0,North Indian,No,No,Ekonomik
0.0,250,0,Chinese,No,No,Ekonomik
0.0,300,1,"North Indian, South Indian",No,No,Ekonomik
0.0,600,0,"North Indian, Chinese",No,No,Orta
0.0,500,1,"North Indian, South Indian, Chinese, Fast Food",No,No,Orta
0.0,500,0,"North Indian, South Indian, Chinese",No,No,Orta
0.0,150,0,North Indian,No,No,Ekonomik
0.0,100,2,"Mithai, Street Food",No,No,Ekonomik
0.0,150,1,North Indian,No,No,Ekonomik
0.0,150,0,North Indian,No,No,Ekonomik
0.0,550,2,North Indian,No,No,Orta
0.0,400,0,"North Indian, Chinese",No,No,Orta
6.6,700,32,"Pizza, Fast Food",No,No,Pahalı
6.4,600,8,"Healthy Food, Beverages",No,No,Orta
5.4,400,15,Chinese,No,Yes,Orta
7.0,400,40,"Italian, Mexican",No,Yes,Orta
0.0,150,0,Beverages,No,No,Ekonomik
0.0,150,0,Pizza,No,No,Ekonomik
0.0,800,3,Cafe,No,Yes,Pahalı
6.0,400,4,Bakery,No,No,Orta
0.0,300,2,Fast Food,No,No,Ekonomik
0.0,300,0,Bakery,No,Yes,Ekonomik
0.0,400,0,"Raw Meats, Fast Food",No,No,Orta
0.0,200,0,Ice Cream,No,No,Ekonomik
0.0,300,0,North Indian,No,No,Ekonomik
0.0,450,0,"Mughlai, North Indian",No,No,Orta
0.0,300,2,"Fast Food, Beverages",No,No,Ekonomik
0.0,250,0,Mughlai,No,No,Ekonomik
6.8,600,17,Biryani,No,Yes,Orta
6.6,1100,8,"Hyderabadi, North Indian, Biryani",Yes,Yes,Pahalı
5.8,700,27,Mughlai,No,Yes,Pahalı
6.0,600,13,"North Indian, Fast Food",No,Yes,Orta
6.6,500,15,"Pizza, Fast Food",No,Yes,Orta
5.4,800,53,"Italian, Pizza, Fast Food",No,Yes,Pahalı
7.2,850,169,"North Indian, Chinese, Fast Food",Yes,No,Pahalı
7.8,900,25,Cafe,No,No,Pahalı
0.0,300,0,Bakery,No,Yes,Ekonomik
0.0,250,0,"Chinese, Fast Food, North Indian",No,No,Ekonomik
0.0,200,3,Tea,No,Yes,Ekonomik
0.0,550,2,"Chinese, North Indian",No,No,Orta
6.6,900,88,"North Indian, Chinese",Yes,No,Pahalı
6.6,1800,563,Chinese,Yes,No,Pahalı
6.8,800,1022,"North Indian, Mughlai",No,Yes,Pahalı
5.4,600,235,"South Indian, North Indian, Chinese",No,No,Orta
6.6,1400,586,"North Indian, Mughlai",Yes,Yes,Pahalı
9.4,1200,69,"North Indian, American, Asian, Biryani",Yes,No,Pahalı
9.6,1500,245,"Continental, North Indian, Chinese",Yes,No,Pahalı
9.6,1500,1478,"Modern Indian, North Indian",Yes,No,Pahalı
7.8,2000,1365,"North Indian, Mughlai, Asian, Continental",Yes,Yes,Pahalı
7.0,1400,134,"Continental, Italian, North Indian, American",Yes,No,Pahalı
7.6,550,966,"Mithai, North Indian, South Indian, Fast Food, Street Food, Chinese",No,Yes,Orta
7.0,1500,429,Chinese,Yes,Yes,Pahalı
7.2,700,146,"Pizza, Fast Food",No,No,Pahalı
7.4,500,241,"American, Fast Food",No,No,Orta
7.0,1500,853,"Chinese, North Indian, Mughlai, Continental",Yes,No,Pahalı
7.2,1600,254,"Mexican, Italian, North Indian, Chinese",Yes,No,Pahalı
7.6,1500,1317,"Continental, Chinese, Thai, Mughlai, North Indian",Yes,No,Pahalı
7.0,500,187,"Fast Food, Burger",No,Yes,Orta
7.8,1500,401,"Continental, North Indian, Chinese, European, Asian",Yes,No,Pahalı
7.2,1500,302,North Indian,Yes,Yes,Pahalı
7.8,1800,297,"Asian, European",Yes,Yes,Pahalı
7.8,1200,280,"North Indian, Chinese, Continental, Thai",Yes,No,Pahalı
7.4,700,269,Cafe,No,No,Pahalı
7.2,1500,289,"North Indian, Chinese, South Indian, Seafood, Chettinad",Yes,No,Pahalı
7.8,2000,96,"Continental, Burger, Pizza, North Indian, European, Finger Food",Yes,No,Pahalı
8.0,1400,322,"Portuguese, African, Lebanese",Yes,No,Pahalı
8.8,1600,391,"North Indian, Italian, Chinese, American",Yes,No,Pahalı
8.2,2100,569,"Chinese, Continental, North Indian, Mexican",No,No,Pahalı
8.2,1500,105,"Asian, Seafood",No,No,Pahalı
8.8,1800,3569,"North Indian, Chinese, Italian, Continental",No,No,Pahalı
8.2,400,208,"Chinese, Thai, Asian",No,No,Orta
8.4,2500,327,Korean,Yes,Yes,Pahalı
8.0,1200,226,"Bihari, Lucknowi, North Indian",Yes,Yes,Pahalı
8.2,1600,875,"Asian, Thai, Chinese",Yes,Yes,Pahalı
8.4,1500,1809,"Continental, North Indian, Italian, Chinese",Yes,No,Pahalı
8.6,3300,56,"Japanese, Sushi",No,No,Pahalı
8.8,1250,166,"Continental, Italian, North Indian, Mughlai",Yes,No,Pahalı
8.8,1200,146,"North Indian, Italian, Parsi, Asian, Kerala",Yes,No,Pahalı
7.6,650,99,"Healthy Food, Cafe, Desserts, Italian, Bakery",No,Yes,Pahalı
8.0,1850,242,"North Indian, Asian, Italian",Yes,No,Pahalı
6.2,500,11,North Indian,No,No,Orta
5.4,450,73,"North Indian, Chinese, Mughlai",No,No,Orta
5.4,300,7,"Burger, Fast Food",No,No,Ekonomik
6.2,450,23,Cafe,No,No,Orta
6.4,250,23,"Bakery, Fast Food",No,Yes,Ekonomik
6.4,200,7,"Beverages, Fast Food",No,No,Ekonomik
5.8,200,10,"Tea, Fast Food",No,Yes,Ekonomik
5.8,850,5,"North Indian, Mughlai",No,No,Pahalı
6.2,500,34,"North Indian, Chinese",No,Yes,Orta
6.2,200,7,"Desserts, Beverages",No,No,Ekonomik
6.2,150,5,Street Food,No,Yes,Ekonomik
6.2,350,14,"Raw Meats, North Indian, Fast Food",No,No,Orta
5.8,500,7,"North Indian, Street Food",No,No,Orta
6.6,250,8,"Fast Food, North Indian",No,No,Ekonomik
6.0,600,8,"North Indian, Biryani, Chinese",No,Yes,Orta
5.4,500,7,North Indian,No,No,Orta
6.2,350,9,"North Indian, Fast Food",No,No,Orta
5.0,450,52,"North Indian, Chinese",No,No,Orta
6.4,300,39,"Fast Food, Chinese",No,No,Ekonomik
5.8,400,9,"Chinese, Tibetan",No,No,Orta
5.6,500,73,"North Indian, Mughlai",No,Yes,Orta
9.0,500,76,"Asian, Continental, Fast Food",No,Yes,Orta
7.2,600,183,"Bakery, Desserts",No,Yes,Orta
7.6,250,142,"North Indian, Chinese",No,Yes,Ekonomik
7.0,650,22,"Pizza, Italian",Yes,Yes,Pahalı
7.8,600,144,"Healthy Food, Salad, Italian, Continental",No,Yes,Orta
7.0,500,486,"North Indian, South Indian, Street Food, Mithai",No,Yes,Orta
7.8,400,104,Bakery,No,Yes,Orta
7.0,400,136,Fast Food,No,Yes,Orta
0.0,350,3,"Fast Food, Chinese",No,No,Orta
0.0,300,1,Fast Food,No,No,Ekonomik
0.0,600,0,"North Indian, Chinese",No,No,Orta
0.0,600,0,Bakery,No,No,Orta
4.8,350,13,Bakery,No,Yes,Orta
8.0,800,530,"Biryani, North Indian, Hyderabadi",Yes,Yes,Pahalı
6.0,500,6,"North Indian, Chinese",No,No,Orta
6.0,150,5,Fast Food,No,No,Ekonomik
0.0,500,0,Afghani,No,No,Orta
0.0,900,0,"Afghani, North Indian",No,No,Pahalı
0.0,150,3,"Mithai, Street Food",No,No,Ekonomik
0.0,300,0,Ice Cream,No,No,Ekonomik
0.0,200,0,"Fast Food, Chinese",No,No,Ekonomik
0.0,700,0,Afghani,No,No,Pahalı
0.0,250,0,Chinese,No,No,Ekonomik
0.0,600,0,Cafe,No,No,Orta
0.0,600,0,Cafe,No,No,Orta
0.0,400,2,"North Indian, Fast Food",No,No,Orta
0.0,200,0,North Indian,No,No,Ekonomik
0.0,400,0,"North Indian, Chinese",No,No,Orta
0.0,200,1,Ice Cream,No,No,Ekonomik
0.0,350,0,Chinese,No,No,Orta
0.0,200,0,Chinese,No,No,Ekonomik
0.0,500,0,"North Indian, Mithai, Chinese",No,No,Orta
0.0,200,0,"Chinese, North Indian",No,No,Ekonomik
0.0,600,0,"Chinese, North Indian",No,No,Orta
6.0,600,174,"North Indian, Fast Food",No,Yes,Orta
6.4,600,11,"North Indian, Chinese, Fast Food",No,Yes,Orta
8.2,400,176,"Bakery, Desserts",No,No,Orta
6.8,550,64,"Chinese, Thai",No,Yes,Orta
6.4,600,41,"North Indian, Chinese, Fast Food",No,Yes,Orta
6.4,500,24,Cafe,No,Yes,Orta
6.4,200,10,"Mithai, Street Food",No,No,Ekonomik
6.4,500,18,"Mughlai, North Indian",No,No,Orta
6.6,600,59,"North Indian, Chinese",No,Yes,Orta
5.8,250,28,"Bakery, Fast Food",No,No,Ekonomik
6.6,600,74,"North Indian, Chinese, Mughlai",No,No,Orta
5.6,500,14,"North Indian, South Indian, Street Food, Mithai",No,Yes,Orta
6.4,300,50,"Mithai, North Indian, South Indian, Chinese",No,Yes,Ekonomik
6.2,700,11,"North Indian, Mughlai",No,No,Pahalı
6.4,200,10,"Bakery, Desserts",No,No,Ekonomik
6.4,500,88,"North Indian, Chinese, Mughlai",No,Yes,Orta
7.4,650,427,"North Indian, Chinese, Continental",No,Yes,Pahalı
0.0,200,0,North Indian,No,No,Ekonomik
0.0,350,3,"Bengali, North Indian",No,No,Orta
0.0,300,1,"Burger, Fast Food",No,No,Ekonomik
0.0,300,3,North Indian,No,No,Ekonomik
0.0,250,0,Chinese,No,No,Ekonomik
0.0,200,0,Chinese,No,No,Ekonomik
0.0,250,0,"Raw Meats, Fast Food",No,No,Ekonomik
0.0,400,1,"North Indian, Fast Food, South Indian",No,No,Orta
0.0,300,0,North Indian,No,No,Ekonomik
0.0,100,1,"Mithai, Street Food",No,No,Ekonomik
0.0,200,0,Biryani,No,No,Ekonomik
0.0,150,1,"Bakery, Desserts",No,No,Ekonomik
0.0,400,0,North Indian,No,No,Orta
0.0,250,0,"Mughlai, North Indian",No,No,Ekonomik
0.0,300,1,"North Indian, South Indian",No,No,Ekonomik
0.0,350,0,North Indian,No,No,Orta
4.8,700,92,"Chinese, North Indian, Mughlai",No,Yes,Pahalı
5.6,300,16,"Burger, Fast Food, Chinese",No,No,Ekonomik
6.6,800,17,Continental,No,No,Pahalı
0.0,400,3,North Indian,No,No,Orta
0.0,350,0,"Mithai, Street Food",No,No,Orta
7.8,1600,233,"Lebanese, Mediterranean, Middle Eastern, Arabian",Yes,Yes,Pahalı
4.8,500,20,"North Indian, Chinese",No,Yes,Orta
6.4,600,6,Mediterranean,No,No,Orta
6.0,300,6,"Bakery, Desserts",No,Yes,Ekonomik
6.2,120,6,"Chinese, North Indian, South Indian, Healthy Food",No,No,Ekonomik
6.6,400,15,"Fast Food, Burger",No,Yes,Orta
6.2,600,4,North Indian,No,Yes,Orta
6.0,100,4,Desserts,No,No,Ekonomik
5.4,600,20,"North Indian, Mughlai, Chinese",No,No,Orta
6.0,600,18,North Indian,No,No,Orta
6.4,600,18,"North Indian, Chinese, Street Food",No,Yes,Orta
6.0,300,6,North Indian,No,No,Ekonomik
6.4,300,7,"Ice Cream, Desserts",No,No,Ekonomik
6.6,300,14,"Bakery, Desserts",No,No,Ekonomik
5.8,350,4,"Raw Meats, Fast Food",No,No,Orta
6.4,500,48,"North Indian, Mughlai",No,No,Orta
6.2,700,9,"North Indian, South Indian, Fast Food",No,Yes,Pahalı
5.8,600,5,"Chinese, Fast Food",No,No,Orta
6.0,500,33,"North Indian, Chinese",No,No,Orta
6.0,200,4,Chinese,No,No,Ekonomik
6.2,650,37,"North Indian, Chinese",No,Yes,Pahalı
5.2,600,17,Chinese,No,Yes,Orta
5.8,750,8,"North Indian, Chinese",Yes,No,Pahalı
5.6,500,5,"North Indian, Chinese",No,Yes,Orta
6.0,150,6,Fast Food,No,No,Ekonomik
7.2,500,47,Chinese,No,No,Orta
7.6,400,46,"Continental, North Indian",No,No,Orta
7.8,350,37,North Indian,No,Yes,Orta
7.0,800,46,"Bengali, North Indian",No,Yes,Pahalı
0.0,150,0,North Indian,No,No,Ekonomik
0.0,100,0,"Mithai, Street Food",No,No,Ekonomik
0.0,650,0,Cafe,No,No,Pahalı
0.0,300,1,Biryani,No,No,Ekonomik
0.0,350,0,"North Indian, South Indian, Chinese, Healthy Food, Bakery",No,No,Orta
0.0,400,1,"Bakery, Desserts",No,No,Orta
0.0,600,1,"North Indian, Chinese",No,No,Orta
0.0,600,1,Chinese,No,No,Orta
0.0,200,0,Chinese,No,No,Ekonomik
0.0,350,0,"Mughlai, North Indian, Chinese",No,No,Orta
0.0,300,0,North Indian,No,No,Ekonomik
0.0,200,0,North Indian,No,No,Ekonomik
0.0,100,0,Chinese,No,No,Ekonomik
0.0,200,0,"North Indian, South Indian",No,No,Ekonomik
0.0,150,0,Ice Cream,No,No,Ekonomik
0.0,300,0,North Indian,No,No,Ekonomik
0.0,500,0,"North Indian, Rajasthani",No,No,Orta
0.0,300,3,"Fast Food, Street Food",No,No,Ekonomik
0.0,150,0,Fast Food,No,No,Ekonomik
0.0,150,2,North Indian,No,No,Ekonomik
0.0,400,0,North Indian,No,No,Orta
0.0,500,0,Bakery,No,No,Orta
0.0,400,0,Chinese,No,No,Orta
0.0,200,1,North Indian,No,No,Ekonomik
4.4,800,66,"North Indian, Mughlai, Chinese",No,No,Pahalı
4.4,400,46,Chinese,No,Yes,Orta
4.8,650,52,"Chinese, Mughlai, North Indian",No,No,Pahalı
6.4,300,12,Fast Food,No,Yes,Ekonomik
5.6,600,106,Chinese,No,Yes,Orta
6.6,500,22,Lebanese,No,No,Orta
6.8,300,94,Fast Food,No,No,Ekonomik
5.2,600,16,"North Indian, Chinese",No,Yes,Orta
5.6,200,11,Ice Cream,No,Yes,Ekonomik
6.4,350,16,"North Indian, Biryani",No,No,Orta
6.4,450,32,"North Indian, Mughlai, Chinese",No,Yes,Orta
6.2,200,27,North Indian,No,No,Ekonomik
7.4,550,45,"Cafe, Fast Food, Chinese",No,Yes,Orta
7.0,800,148,"North Indian, Mughlai",No,Yes,Pahalı
7.2,150,20,Mithai,No,No,Ekonomik
6.4,350,13,Bakery,No,Yes,Orta
5.6,200,7,"Mithai, Street Food",No,No,Ekonomik
0.0,250,3,Bakery,No,No,Ekonomik
6.8,250,37,"Mithai, Street Food",No,No,Ekonomik
6.6,700,64,"North Indian, Chinese",No,Yes,Pahalı
6.4,100,16,Street Food,No,No,Ekonomik
5.4,450,28,"Mithai, North Indian, Chinese, Street Food",No,No,Orta
7.2,200,28,"Desserts, Ice Cream",No,No,Ekonomik
8.0,650,398,"North Indian, Mughlai",No,No,Pahalı
0.0,400,0,North Indian,No,No,Orta
0.0,300,0,Bakery,No,No,Ekonomik
0.0,200,0,Tea,No,Yes,Ekonomik
0.0,300,0,"Bakery, Fast Food",No,No,Ekonomik
6.8,500,190,"Burger, Fast Food",No,Yes,Orta
5.0,1000,65,"North Indian, Chinese, Fast Food",No,Yes,Pahalı
6.6,400,39,"Cafe, Tea",No,Yes,Orta
6.8,200,20,"Tea, Fast Food",No,Yes,Ekonomik
6.6,500,17,"North Indian, Chinese, Fast Food",No,No,Orta
6.4,400,21,"North Indian, Chinese",No,Yes,Orta
6.6,550,175,"Bakery, Desserts, Fast Food",No,Yes,Orta
6.8,600,138,"Burger, Desserts, Fast Food",No,Yes,Orta
6.8,150,20,North Indian,No,No,Ekonomik
6.8,600,51,"North Indian, Chinese, Fast Food",No,Yes,Orta
6.4,1000,32,"North Indian, Mughlai",Yes,Yes,Pahalı
6.2,750,57,"North Indian, Chinese, Italian",Yes,No,Pahalı
6.8,300,54,"South Indian, North Indian, Chinese",No,No,Ekonomik
5.8,400,41,North Indian,No,No,Orta
5.0,600,188,"South Indian, North Indian, Chinese",No,Yes,Orta
6.2,400,68,"North Indian, Street Food, Mithai",No,No,Orta
5.2,400,30,"North Indian, Mithai, Street Food",No,No,Orta
5.8,500,58,"American, Fast Food, Salad, Healthy Food",No,Yes,Orta
5.8,500,101,"American, Fast Food, Salad, Healthy Food",No,Yes,Orta
6.6,800,16,Bakery,No,No,Pahalı
5.6,500,22,Cafe,No,Yes,Orta
5.2,1500,83,"Chinese, Seafood, Japanese",Yes,Yes,Pahalı
6.8,1350,155,"North Indian, Chinese",Yes,Yes,Pahalı
6.8,600,40,"Chinese, North Indian, Mughlai",No,No,Orta
7.4,750,30,Italian,Yes,Yes,Pahalı
7.0,200,30,"Healthy Food, Continental, North Indian, Salad",No,Yes,Ekonomik
7.0,500,84,"Cafe, Bakery, Desserts",No,Yes,Orta
7.4,1250,21,"Pizza, Italian",No,Yes,Pahalı
7.8,400,22,"Chinese, Asian",No,Yes,Orta
7.2,300,57,"Healthy Food, North Indian",No,No,Ekonomik
7.8,1100,28,Asian,Yes,No,Pahalı
7.8,600,101,"Italian, Chinese, Continental, Thai, Mediterranean, Lebanese",No,Yes,Orta
7.0,500,26,"North Indian, Chinese, Fast Food",No,No,Orta
7.4,1600,28,"North Indian, Continental",Yes,No,Pahalı
7.2,500,35,Biryani,No,No,Orta
7.4,700,51,Cafe,No,No,Pahalı
7.0,950,39,"North Indian, Mughlai, Chinese",No,Yes,Pahalı
7.0,300,37,"Bakery, Desserts, North Indian, Bengali, South Indian",No,No,Ekonomik
4.6,700,70,"Pizza, Fast Food",No,No,Pahalı
4.6,200,26,Ice Cream,No,Yes,Ekonomik
4.8,450,42,North Indian,No,No,Orta
8.2,2500,56,Continental,Yes,No,Pahalı
0.0,800,0,"Finger Food, North Indian, Chinese",Yes,No,Pahalı
0.0,600,0,"North Indian, Mughlai",No,No,Orta
5.6,600,7,"Bakery, Desserts",No,Yes,Orta
5.6,100,9,"Street Food, Mithai",No,No,Ekonomik
6.2,700,33,"North Indian, Chinese, Mughlai",No,No,Pahalı
0.0,600,0,North Indian,No,No,Orta
0.0,250,1,Juices,No,No,Ekonomik
0.0,150,0,North Indian,No,No,Ekonomik
0.0,300,0,"Bakery, Desserts",No,No,Ekonomik
0.0,600,0,Biryani,No,No,Orta
6.8,600,178,"North Indian, South Indian, Fast Food, Street Food, Chinese, Beverages, Desserts, Mithai",No,Yes,Orta
9.0,1800,1262,"North Indian, Mughlai",Yes,Yes,Pahalı
6.6,650,199,"Chinese, Thai, Malaysian, Indonesian",Yes,Yes,Pahalı
6.8,950,483,"North Indian, Mughlai, Biryani",No,Yes,Pahalı
6.8,500,346,"Fast Food, North Indian, Chinese",No,Yes,Orta
6.4,850,241,"Chinese, Thai",Yes,Yes,Pahalı
7.6,450,158,Lebanese,No,Yes,Orta
7.4,400,92,"Ice Cream, Desserts",No,Yes,Orta
7.2,400,115,"Ice Cream, Desserts",No,Yes,Orta
7.8,300,94,"Bakery, Desserts, Fast Food",No,Yes,Ekonomik
7.0,800,118,"North Indian, Mughlai",No,Yes,Pahalı
7.6,300,48,"North Indian, Street Food",No,Yes,Ekonomik
7.2,800,321,"Chinese, Thai",Yes,Yes,Pahalı
8.0,2000,429,Goan,Yes,Yes,Pahalı
8.2,1100,344,"Hyderabadi, North Indian, Biryani",Yes,Yes,Pahalı
8.2,700,103,"North Indian, Mughlai",No,Yes,Pahalı
8.4,500,67,North Indian,No,Yes,Orta
8.4,500,112,"Fast Food, North Indian",No,Yes,Orta
8.0,700,157,"North Indian, Rajasthani, Asian",No,Yes,Pahalı
6.0,500,8,Bakery,No,No,Orta
6.6,400,21,Bakery,No,No,Orta
5.4,700,39,"North Indian, Chinese",No,Yes,Pahalı
6.4,450,27,"Bengali, Fast Food",No,No,Orta
6.4,300,10,"North Indian, Fast Food",No,No,Ekonomik
6.8,1000,16,Bakery,No,No,Pahalı
6.8,700,20,"Healthy Food, North Indian, Italian, Salad",No,Yes,Pahalı
5.6,1000,80,"Italian, Pizza, Fast Food",No,Yes,Pahalı
5.6,600,42,North Indian,No,Yes,Orta
7.4,600,49,Biryani,No,Yes,Orta
7.4,300,65,Fast Food,No,Yes,Ekonomik
7.4,550,52,"North Indian, Mughlai, Chinese",No,Yes,Orta
7.4,250,58,"Cafe, Fast Food",No,Yes,Ekonomik
7.4,200,25,"South Indian, Desserts, Beverages",No,Yes,Ekonomik
7.4,300,50,Bakery,No,No,Ekonomik
7.4,600,125,"Mughlai, Biryani",No,Yes,Orta
7.0,150,26,North Indian,No,No,Ekonomik
7.4,500,23,"Pizza, Fast Food",No,Yes,Orta
7.6,600,23,"Goan, American, Portuguese",No,No,Orta
0.0,500,1,"North Indian, Mughlai, Chinese",No,No,Orta
0.0,600,0,"North Indian, Chinese",No,No,Orta
0.0,800,1,Rajasthani,No,No,Pahalı
0.0,250,3,"Fast Food, North Indian",No,No,Ekonomik
0.0,250,2,Desserts,No,No,Ekonomik
4.8,550,38,Chinese,No,No,Orta
8.6,1100,62,Cafe,No,No,Pahalı
8.0,1500,32,"North Indian, Mughlai",Yes,Yes,Pahalı
8.0,600,101,"Healthy Food, Continental, Juices, Beverages, Italian, Salad, Lebanese",No,Yes,Orta
8.0,750,34,"Cafe, Pizza, Burger",No,Yes,Pahalı
8.0,400,53,Continental,No,Yes,Orta
6.2,250,10,South Indian,No,No,Ekonomik
6.2,500,5,Bakery,No,No,Orta
6.4,600,12,"North Indian, Fast Food",No,Yes,Orta
6.0,400,4,"North Indian, Chinese",No,No,Orta
5.4,500,7,Biryani,No,Yes,Orta
6.2,700,35,North Indian,No,Yes,Pahalı
6.8,650,117,North Indian,No,Yes,Pahalı
6.8,700,67,"Italian, Fast Food",No,Yes,Pahalı
6.6,200,26,Street Food,No,No,Ekonomik
6.0,400,33,Fast Food,No,No,Orta
6.6,500,59,"American, Fast Food, Salad, Healthy Food",No,No,Orta
5.2,600,11,"North Indian, Mughlai, Chinese",No,No,Orta
6.8,1200,21,"South Indian, Kerala",No,Yes,Pahalı
6.4,300,15,Bakery,No,Yes,Ekonomik
7.2,850,41,"American, Fast Food",No,Yes,Pahalı
7.8,650,67,"North Indian, Mughlai",No,Yes,Pahalı
4.4,300,41,"Street Food, Fast Food",No,Yes,Ekonomik
8.0,700,27,Asian,No,Yes,Pahalı
6.6,2500,57,"Continental, North Indian",Yes,No,Pahalı
6.0,2400,17,Finger Food,Yes,No,Pahalı
6.4,2000,52,"Mughlai, Lucknowi, Awadhi",Yes,No,Pahalı
6.0,2500,4,"Mughlai, Lucknowi, Awadhi",Yes,No,Pahalı
5.4,1500,19,"Chinese, North Indian, Continental, Mexican",Yes,No,Pahalı
6.0,800,6,"North Indian, South Indian",Yes,No,Pahalı
6.0,1600,10,Japanese,Yes,No,Pahalı
6.4,3000,17,Finger Food,No,No,Pahalı
7.2,2500,94,"North Indian, Continental, Chinese",Yes,No,Pahalı
6.6,650,96,"North Indian, Mughlai",No,No,Pahalı
7.8,3000,272,"Japanese, Chinese, Thai",Yes,No,Pahalı
7.6,3000,390,Italian,Yes,No,Pahalı
7.8,3000,394,"North Indian, Asian",Yes,No,Pahalı
6.8,3000,22,Chinese,Yes,No,Pahalı
7.4,3000,45,Continental,No,No,Pahalı
6.6,2000,36,Finger Food,No,No,Pahalı
7.0,3000,27,Japanese,No,No,Pahalı
7.4,400,16,"Bakery, Desserts, Fast Food",No,Yes,Orta
7.0,2500,13,"Japanese, Thai, Italian, Asian",Yes,No,Pahalı
7.6,2500,127,"Italian, Burger, Charcoal Grill",Yes,No,Pahalı
6.2,700,6,"Bakery, Desserts, Bakery",No,No,Pahalı
5.4,2000,27,Cafe,No,No,Pahalı
5.6,600,23,"North Indian, Chinese, Fast Food",No,No,Orta
6.2,200,6,North Indian,No,No,Ekonomik
6.6,200,12,Desserts,No,Yes,Ekonomik
5.4,1000,7,"North Indian, Mughlai",No,Yes,Pahalı
5.8,650,13,"North Indian, Chinese",No,No,Pahalı
6.2,800,11,"Chinese, Continental, North Indian",Yes,No,Pahalı
6.2,500,17,"North Indian, Chinese",No,No,Orta
6.6,700,7,"Continental, Healthy Food",No,Yes,Pahalı
6.0,400,10,"North Indian, Fast Food",No,Yes,Orta
6.6,500,10,Cafe,No,No,Orta
5.8,150,4,Bakery,No,No,Ekonomik
0.0,150,0,Fast Food,No,No,Ekonomik
0.0,500,0,North Indian,No,No,Orta
0.0,300,0,North Indian,No,No,Ekonomik
0.0,500,0,North Indian,No,No,Orta
0.0,300,2,"North Indian, South Indian, Chinese",No,No,Ekonomik
0.0,450,0,Cafe,No,No,Orta
0.0,450,2,"Bakery, Desserts",No,Yes,Orta
0.0,400,3,"Cafe, Tea",No,Yes,Orta
0.0,200,0,North Indian,No,No,Ekonomik
0.0,600,2,Cafe,No,No,Orta
0.0,200,0,North Indian,No,No,Ekonomik
0.0,700,3,"Pizza, Fast Food",No,No,Pahalı
0.0,400,3,"North Indian, Chinese, South Indian",No,No,Orta
0.0,650,2,"North Indian, Chinese, Italian",No,Yes,Pahalı
0.0,200,0,North Indian,No,No,Ekonomik
0.0,250,0,North Indian,No,No,Ekonomik
0.0,200,0,North Indian,No,No,Ekonomik
0.0,150,0,"Mughlai, Biryani",No,No,Ekonomik
0.0,400,1,"North Indian, Chinese, South Indian",No,No,Orta
0.0,300,0,North Indian,No,No,Ekonomik
0.0,600,1,"Street Food, North Indian",No,No,Orta
0.0,400,1,Cafe,No,Yes,Orta
0.0,200,0,North Indian,No,No,Ekonomik
0.0,200,0,North Indian,No,No,Ekonomik
6.2,400,82,Cafe,No,Yes,Orta
7.0,600,302,"Burger, Desserts, Fast Food",No,Yes,Orta
7.4,750,276,North Indian,No,No,Pahalı
0.0,300,0,Fast Food,No,No,Ekonomik
0.0,800,3,Cafe,No,Yes,Pahalı
5.8,500,7,"North Indian, Fast Food",No,No,Orta
5.6,600,8,"Cafe, Bakery",No,No,Orta
6.2,450,10,Cafe,No,No,Orta
6.4,600,31,"Cafe, Fast Food, Street Food",No,No,Orta
5.8,600,5,Chinese,No,No,Orta
6.8,600,87,"Burger, Desserts, Fast Food",No,No,Orta
6.0,300,4,South Indian,No,No,Ekonomik
6.6,500,35,"Fast Food, Burger",No,No,Orta
6.4,300,25,"Fast Food, Street Food",No,No,Ekonomik
6.4,400,44,"Healthy Food, Fast Food, Salad",No,Yes,Orta
6.6,500,27,"American, Fast Food, Salad, Healthy Food",No,No,Orta
5.4,400,14,Cafe,No,Yes,Orta
5.0,200,11,Street Food,No,No,Ekonomik
6.4,700,11,North Indian,No,Yes,Pahalı
7.8,600,43,"Desserts, Bakery",No,Yes,Orta
7.6,400,127,"Cafe, Tea",No,Yes,Orta
7.2,550,60,"Bakery, Desserts, Fast Food",No,No,Orta
7.4,500,51,Fast Food,No,Yes,Orta
7.2,500,45,"Chinese, Asian, Thai",Yes,No,Orta
7.0,1300,200,"Chinese, Thai, Asian",Yes,Yes,Pahalı
7.2,800,76,"Fast Food, Pizza",Yes,No,Pahalı
0.0,500,0,Bakery,No,No,Orta
0.0,300,1,South Indian,No,No,Ekonomik
0.0,250,2,"Ice Cream, Desserts",No,No,Ekonomik
4.8,200,49,"Tea, Fast Food",No,Yes,Ekonomik
